Review,Product,Rating,Username,Date
"kecewa banget, ga sesuai dengan promonya, di gambar kedua, toko harusnya kasih Retinol Mask Sheet, tapi di gambar pertama dikasihnya pouch yang kesannya murahan dan tidak berguna sama sekali, komplain di gambar ketiga ga pernah ditanggapi oleh toko yang labelnya “official store”, sebagai official store harusnya sudah ga ada kesalahan dan ketidakbenaran hal-hal sepele seperti ini, di gambar keempat, toko langsung update gambar produk seolah cuci tangan. Dalam hal pengiriman juga lelet banget, giliran nanya-nanya untuk beli produknya gerak cepet banget, giliran komplain boro-boro dibales. Kecewa banget.",Avoskin Miraculous Retinol Series Lilac Edition,bintang 1,I***n,Lebih dari 1 tahun lalu
"Saya ga kecewa dgn produknya. Tapi saya kecewa dgn pelayanannya. Saya order satu dikirim 2. Untung sy jujur yah, sy chat dong adminnya kok dikirim dua? Apa emang dpt brgnya dua sesuai dgn di gmbr? Adminnya blg bukan itu hanya memperlihatkan tampak depan dan belakang. Adminnya minta mau ga gw bayar brgnya atau balikin brg lebihnya. Lucu ya dia yg salah jadi nyusahin saya. Kalau gw ga jujur mah diem2 aja gw dpt dua barang. Saya di chat terus bisa gak dikirim balik brgnya. Saya bilang ok nanti saya kirim balik. Skr diteror mulu udah dikirim balik blm barangnya. Dengan saya bilang saya akan kirim balik aja udah niat baik. Saya di chat mulu kok jadi kayak saya yg salah yah. Adminnya yg salah kok jadi kaya saya yg curi barangnya yah. Rugi waktu tau!! Sayang banget nih Avoskin. Produknya bagus tapi karyawannya ga kompeten. Gak suka saya diteror mulu tunggu aja brgnya dtg!!!",Avoskin Refining Toner 100ml LIlac Edition,bintang 1,Lia,Lebih dari 1 tahun lalu
"pesan 15 oct, sampai 21 oct. dalam keadaan kuyup karena sudah habis isinya hahaha",Avoskin Hydrating Treatment Essence,bintang 1,H***i,Lebih dari 1 tahun lalu
isinya dikit dipencet ga keluar2… nyesel..,Avoskin The Great Shield Sunscreen 5ml,bintang 1,nia,Lebih dari 1 tahun lalu
"Kecewa, sudah hubungi pihak avoskinnya tapi tidak di respon",Avoskin Miraculous Refining Serum 30ml,bintang 1,I***h,Lebih dari 1 tahun lalu
Bocor basah semuanya hampir habis essence nya,Avoskin Basic Kit,bintang 1,I***h,Lebih dari 1 tahun lalu
"Bocor dong sampe hampir habis , sudah saya videokan pas unboxingnya juga
Sedih banget sih padahal selalu pake avoskin, tapi baru sekarang dapet paket tumpeh tumpeh 🥺☹️😞",Avoskin Hydrating Treatment Essence,bintang 1,I***h,Lebih dari 1 tahun lalu
barang order tidak sampai,Avoskin Miraculous Retinol Ampoule 30ml,bintang 1,april,Lebih dari 1 tahun lalu
"Salah kirim, barangnya kurang toner, udah gitu yang ngaco lagi.. barang yg salah kirim berupa sheetmask gw disuru beli coyyy.. literally dipaksa sih.. 35rb.. bukan masalah nominalnya tp masalah pelayanan yang sama sekali ga memuaskan.. harusnya dia tinggal ngirim lg barangnya yg kurang kan mslh selesai? ga panjang x lebar kayak gini",Avoskin Reverse The Youth Package,bintang 1,Jovita,Lebih dari 1 tahun lalu
"yang bermasalah bukan barang ini, tp kualitas pelayanan CS di sini.. ga bakal lg dah beli di sini",Avoskin Miraculous Refining Serum 30ml,bintang 1,Jovita,Lebih dari 1 tahun lalu
misal tau isinya bakal beginian ga bakal dah purchase please lah avoskin g sah pelit2 amat :(,Avoskin Mystery Box,bintang 1,A***n,Lebih dari 1 tahun lalu
"Tumpah semua, yang di terima botol kosong",Avoskin Hydrating Treatment Essence,bintang 1,P***i,Lebih dari 1 tahun lalu
"Mau ganti pesanan,gak mau dirubah,alasan otomatis system. Padahal sy paham sekali sistem di tokped spt apa. Fokusnya hanya jualan,bukan kepuasam pelanggan. Bgmna mau mempertahankan Image jika byk customer yg kecewa.",Avoskin Advance Action Eye Ampoule,bintang 1,D***i,Lebih dari 1 tahun lalu
"Bara tiba dengan selamat tapi  cs avoskin tolong diperbaiki lagi dia ngomong soal SOP tapi ga paham yang saya bilang, cuma minta konfirmasi pesanan karena saya udah transaksi. Ngomong kemana2 bilang SOP! Masa harus nunggu 2 hari untuk konfirmasi pesanan padahal udah transaksi loh, udah BAYAR!",Avoskin Miraculous Retinol Ampoule 30ml,bintang 1,S***i,Lebih dari 1 tahun lalu
.,Avoskin Miraculous Refining Serum 30ml,bintang 1,S***a,Lebih dari 1 tahun lalu
Saya pesan masker apa kok ygdikirim malah yg ini,[3 pcs] Avoskin Miraculous Divine Aura Liquid Sheet Mask,bintang 1,F***y,Lebih dari 1 tahun lalu
"PRODUK KEMUNGKINAN BESAR TIDAK ORIGINAL, Aroma sangat buruk seperti telur busuk. Saya pengguna serum avo ysb aa jadi familiar dengan baunya. Tapi produk ini sangat buruk, baunya bahan kimia menyengat seperti telur busuk. Mau complain tapi sudah lewat 3 hari. Hati hati aja.",Avoskin Your Skin Bae Alpha Arbutin 3% + Grapeseed,bintang 1,Natasya,Lebih dari 1 tahun lalu
kok isinya seperti kosong...isinya ga bisa keluar2 dari botol..jadi ga bisa kepake..padahal kemasan botol ampul dlm kardus segel,Avoskin Advance Action Eye Ampoule,bintang 1,A***d,Lebih dari 1 tahun lalu
Sekali pake wajah langsung breakout. Jerawat muncul 5... Syok. Padahal berharap jerawat hilang eh malah muncul semua...,Avoskin Naufa Pure Olive Oil Bar Soap,bintang 1,R***y,Lebih dari 1 tahun lalu
gift'nya penipuan marketink..ribut berkepanjangan. untunk dr tokopedia bisa membantu  sa atasi dgn solusi penjual harus mengirim gift kpd pembeli dgn wkt yg d tentukan..klo tdk maka dana kan kembali kpd pembeli. ya mao tdk mao pst avoskin kirim gift'nya donk. tolonk ini catatan pentink buat toko ini..jgn lg da lagi pembeli yg kena dampak sprt aku. dan jujur 4 jempol sa buat tokopedia dlm menyelesaikan masalah ini. dan gift'nya akhirx d kirim donk ke pembeli berkat tokopedia.Trima Ksih Tokopedia🙏🙏🙏. Maaf buat toko ini sa ksih bintank 1..smoga bs blajar dr masalah ini..agar bs menjd lbh bae lg.😊.,Avoskin Miraculous Refining Series Lilac Edition,bintang 1,PT,Lebih dari 1 tahun lalu
"tekstur dan warnanya berbed, padahal belinya di official avoskin. biasanya serum retinol avoskin yg saya beli warnanya kekuningan dan kental, tp yg beli terakhir warnanya putih dan encer.,tdk konsisten .sdh komplain tp jawabannya tdk memuaskan, jadi ragu makenya. ilang deh duit Rp194.200 ribu. mending ganti produk lain aja deh  drpada terjadi hal2 yg tdk diinginkan.",Avoskin Miraculous Retinol Ampoule 30ml,bintang 1,Rolah,Lebih dari 1 tahun lalu
"beli pas sale 11.11 kemarin. pas datang, di kemasan tertulis exp date bulan januari 2023. saya melakukan protes melalui chat dengan admin.. saya mengirimkan bukti berupa foto ini, karena saya tidak membuat video unboxing, saya diminta menunggu konfirmasi pengecekan barang yg memakan waktu 4-5 hari dan menyatakan bahwa barang ini tidak diproduksi di bulan November 2022 ini. ya tentu nggak diproduksi di bulan November 2022 ini lah, kalo diproduksi di November 2022 nggak mungkin expired di bulan Januari 2023. sangat kecewa dengan pelayanan dari toko ini, seharusnya dilakukan pengecekan terlebih dahulu sebelum barang dikirim. dari beberapa kali saya membeli produk di official avoskin store, baru kali ini kecewa karena pelayanannya. mungkin saatnya berpindah ke merk lain.",[CLEARANCE SALE] Retinol Toner (100 ml),bintang 1,Fajar,Lebih dari 1 tahun lalu
"dapat barang hampir expired. beli november 2022, expired januari 2023. saya tidak membuat video unboxing karena sudah 4 kali belanja tidak bermasalah karena ini juga official store avoskin juga. bisa dilihat bagaimana store lepas tanggung jawab dari chat yang saya dan adminnya. bagi yang mau beli, pikir-pikir lagi ya.. terus terang kalau saya kapok beli avoskin, saatnya beralih ke merk lain yg lebih mengutamakan kualitas produk yg dijual kepada pelanggan, bukan semata-mata cari untung. kalau di review bisa bintang 0, saya akan pilih bintang 0",Avoskin Miraculous Retinol Ampoule 30ml,bintang 1,Fajar,Lebih dari 1 tahun lalu
sabun mukanya lebih encer dan warnanya agak kuning,[CLEARANCE SALE] Natural Sublime Facial Cleanser,bintang 1,t***a,Lebih dari 1 tahun lalu
"Udah bertahun2 pake avoskin karena cocok banget tapi baru pertama ini beli online pas dateng cuma botol doang. Pengecekkan barang sebelum dikirim kurang, beli 2 botol 1 botolnya tumpah tidak bersisa. Botol tidak pecah hanya tidak rapat penutupnya. Minta tolong pengecekkannya diperbaiki dong avoskin, aku lihat ini udah kasus kesekian kalinya 😩",Avoskin Hydrating Treatment Essence,bintang 1,C***a,Lebih dari 1 tahun lalu
serum yang dikirim kyknya udah rusak karena ada endapan di bawahnya dan bikin breakout,Avoskin Your Skin Bae Salicylic Acid 2% + Zinc,bintang 1,chikii,Lebih dari 1 tahun lalu
No review found,Miraculous Dark Spots Solution Ampoule,bintang 1,D***a,Lebih dari 1 tahun lalu
"Beli lagi khusus buat kasi review yang sesuai, jangan percaya aja meski official store, beli 2 serum cuma di kirim 1, lihat dari bukti bentuk kotak saja sudah jelas isi nya 1 serum atau 2 serum, pihak avoskin pasti paham la. Tapi tidak mau tanggung jawab karena alasan sudah lewat waktu, padahal sudah tau memang kurang kirim.Mau untung juga gak gitu kali caranya",Avoskin Miraculous Retinol Ampoule 30ml,bintang 1,Dina,Lebih dari 1 tahun lalu
Dus tidak ada isinya,Avoskin Hydrating Treatment Essence,bintang 1,V***a,Lebih dari 1 tahun lalu
"Sunscreen blepotan keluar dr tube, sebaiknya tube di seal",Avoskin YSB Shield of Sun Essence SPF 50 PA++++ (30ml),bintang 1,I***z,Lebih dari 1 tahun lalu
"warnanya keruh, banyak gelembungnya, terus baunya aneh😫 itu gapapakah ? sumpah avoskin kali ini mengecewakan :""",Avoskin Your Skin Bae Niacinamide 12% + Centella Asiatica,bintang 1,A***a,Lebih dari 1 tahun lalu
Baru kali ini biasa nya beli ini baik2 ajah 🤦🏻‍♀️,Avoskin Hydrating Treatment Essence,bintang 1,R***a,Lebih dari 1 tahun lalu
"Pembelian kedua kenapa dapet barang kek gini yaa, apa karna barang sale? Encer banget creamnya. Udah coba masukin kulkas tapi tetep gini, aman ga ya tetep dipakenya?",Avoskin Intensive Nourishing Eye Cream,bintang 1,P***o,Lebih dari 1 tahun lalu
"Isinya kosong pertama kali beli barang begini, karena officialnya store jdi gak buat video dari 4 barang 1 barang isinya kosong",Avoskin Hydrating Treatment Essence,bintang 1,s***a,Lebih dari 1 tahun lalu
No review found,[CLEARANCE SALE] Ultra Brightening Cream,bintang 1,mimi,Lebih dari 1 tahun lalu
Hmm agak ragu dengan produk ini… baru sekali saya pakai kok jadi ada kerak putih2nya gini di kulit saya ya?,Avoskin Advance Action Eye Ampoule,bintang 1,S***t,Lebih dari 1 tahun lalu
No review found,Avoskin Miraculous Refining Toner 100ml,bintang 1,Ucok,Lebih dari 1 tahun lalu
Unproffesional with handling complain👎🏽,Avoskin Your Skin Bae Niacinamide 12% + Centella Asiatica,bintang 1,Bayu,Lebih dari 1 tahun lalu
"Sunscreen tidak sesuai foto, ternyata hanya yang 5ml. Tidak dapat free wallet juga. Fotonya bener2 missleading. Kecewa banget.",Refal Hady Picks (NSFC+GCT Aqua Ceramide Mini+YSB SOS 5ml),bintang 1,Kautsar,Lebih dari 1 tahun lalu
