Review,Product,Rating,Username,Date
"Akhirnya datenggg 
lucu banget dikasi bonus snack 🥰🥰 Thank you skingame semoga cocok sama moisturizer nya😘",Skin Game Daily Kind Moisturizer,bintang 5,Sherina,2023-07-04
"udah pembelian yang kesekian kali...recommended banget buat yang cari pelembab ringan untuk kulit normal berminyak ya. Sediannya gel yang ringan gak menyumbat pori. bahannya ada ceramide buat anti aging yang umur udah 25 up. 
pre order 30 hari tapi sebelum 2 minggu udah dikirim, dikasih hadiah lagi, wah thank you banget ya.",Skin Game Daily Kind Moisturizer,bintang 5,Mellisa,2023-07-04
"awww thank u for the freebie Mingem!! and as you said, kulitku berjodoh sama Kind Moisturizer 💗",Skin Game Daily Kind Moisturizer,bintang 5,A***a,2023-07-04
"kena racun di twitter sama temenku yg pake😭 karena tulisannya po 30 hari aku ga ngecek lagi eh tbtb udah sampee seneng bangeeet! terima kasih juga bonusnya mingem!! tekstur moistnya enak, ringaan bangeet😭😭😭 mana botolnya segede 2 pc wkwkwk. love banget pokoknya🤩",Skin Game Daily Kind Moisturizer,bintang 5,Adinda,2023-07-04
Terima kasih buat snacknya,Skin Game Daily Kind Moisturizer,bintang 5,[CHARACTER_NOT_ALLOWED],2023-07-04
Terima kasih banyak paket sudah sampai dengan selamat 🙏,Skin Game Daily Kind Moisturizer,bintang 5,T***o,2023-07-04
"ini aku baru mau nyoba semoga cocok di kulit aku ya min...
dan kaget banget barangnya udah sampe dengan selamat dan cepet. harusnya tiba akhir bulan ini,tapi ternyata lebih cepet datengnya. Dan juga dikasih gift dong. 
miminnya baik hati sekalih 
terimakasih min🥰🥰🥰🥰.",Skin Game Daily Kind Moisturizer,bintang 5,p***a,2023-07-04
"produk ok, pemakaian 3 hari - 1 minggu berasa banget bedanya, spot2 bekas jerawat memudar, berasa lebih kinclong",Skin Game Spray Kind Toner,bintang 5,A***a,2023-07-04
"produk ok, pemakaian 3 hari - 1 minggu berasa banget bedanya, spot2 bekas jerawat memudar, berasa lebih kinclong",Skin Game Bright Bundle (Theory of Everything & Spot Guard),bintang 5,A***a,2023-07-04
No review found,Skin Game Theory of Everything,bintang 1,Rachmat,2023-07-04
"tekstur gel, isi banyak jadi awet, ringan tapi tetep melembabkan, cocok buat all skin type tapi oily skin pasti suka 👍🏻",Skin Game Daily Kind Moisturizer,bintang 5,Ainun,2023-07-04
"dikasih rekomendasi dr sodara buat nyoba obat jerawat yg ini. seller fast respond, barang jg sampai dg selamat. recommended!!!",Skin Game Acne Warrior 10 gr,bintang 5,R***o,2023-07-04
baru mau coba.. semoga cocok dan hasilnya sesuai yang diharapkan..,Skin Game Theory of Everything,bintang 5,H***n,2023-07-04
yeay akhirnya repurchase ToE..makasii udah dikasih bonus jajan,Skin Game Theory of Everything,bintang 5,d***i,2023-07-04
sampai tepat waktu. semoga cocok di saya. trims,Skin Game Acne Warrior,bintang 5,A***i,2023-06-04
"Respon penjual cepat, packaging bagus dan aman dgn bubble wrap tebal.. 
jadi yakin barang aman ga kena guncang.. barang bagus dan bersih mulus.. 
walaupun selalu ikiut PO tapi selalu lebih cepat dari perkiraan PO.. puas banget pake moisturier ini.. makasih!",Skin Game Daily Kind Moisturizer,bintang 5,P***a,2023-06-04
"Baru mau coba, pembelanjaan bundle lbh hemat, seller ramah, paket diterima dg baik. Semoga cocok🙏",Skin Game Bright Bundle (Theory of Everything & Spot Guard),bintang 5,Y***i,2023-06-04
Pake ini jerawat langsung kempes 👍🏽👍🏽,Skin Game Acne Warrior,bintang 5,C***y,2023-06-04
baru coba. mdh2an bagus,Skin Game Spot Guard Serum,bintang 5,Donna,2023-06-04
"Packing aman sih, karena ditambahin kardus oleh penjualnya.",Bubble Wrap (Pelindung Produk),bintang 5,B***o,2023-06-04
Pump nya macet,Skin Game Daily Kind Moisturizer,bintang 4,M***a,2023-06-04
No review found,Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 4,P***U,2023-06-04
"Teksturnya gel cepet menyerap kulit, klo buat kulit berminyak cocok bgt. Mungkin klo yg kering kurang nampol, atau hrs pakai 2 layer. So far oke gak bikin reaksi negatif. Produknya gk neko2, ya buat melembabkan tok. 120ml bs buat 3 bulanan sih nih, hemat sekaleee. Thanks seller❤",Skin Game Daily Kind Moisturizer,bintang 5,Desy,2023-06-04
"INI PALING FAVORIT DEH.. 
tipe kulitku ini sensitive, berminyak dan acne prone. setelah pemakaian seminggu, kulit muka rasanya jadi lebih alus dan gak bikin minyakan banget. best buy!",Skin Game Daily Kind Moisturizer,bintang 5,Della,2023-06-04
favorit deh,Skin Game Acne Warrior,bintang 5,Tony,2023-06-04
Baru pertamakali nyoba,Skin Game Theory of Everything,bintang 4,PUTU,2023-06-04
"cepet bngeett dikirimnya.. karena PO kupikir bakal lama. thank you enak banget moisturizer ini rasanya seperti di basuh air,,, sejuk dan tetap lembab",Skin Game Daily Kind Moisturizer,bintang 5,Ellis,2023-06-04
"buat kulit sensitif, cocok! kualitas oke, jerawat ga membekas",Skin Game Pink Hero,bintang 5,d***a,2023-06-04
"cocok buat kulit sensitif. pakai rutin 3x saat ada jerawat, kempes dan ga berbekas",Skin Game Acne Warrior,bintang 5,d***a,2023-06-04
Pembelian ketiga kind moizturizer. Cocok di kulit saya. Udh keliatan tambah cerah,Skin Game Daily Kind Moisturizer,bintang 5,Danang,2023-06-04
beli pas lagi sepromo promo nya. makasih 🫶🙏🙏,Skin Game Daily Kind Moisturizer,bintang 5,N***a,2023-06-04
Barang sesuai pesanan dan pengiriman tergolong cepat,Skin Game Daily Kind Moisturizer,bintang 5,Surya,2023-06-04
First time nyobain ini krn banyak review orang2 yg bagus. Semoga cocokk ❤,Skin Game Daily Kind Moisturizer,bintang 5,Tania,2023-06-04
"Menyerapnya cepat, kulitku juga jadi lembab dan lembabnya bukan yg gerah di kulit. aku suka sih",Skin Game Daily Kind Moisturizer,bintang 5,Melon,2023-06-04
No review found,Skin Game Daily Kind Moisturizer,bintang 3,Ali,2023-06-04
produk & packingnya rapi dan bagus cuma ternyata ga cocok di kulit aku,Skin Game Daily Kind Moisturizer,bintang 4,S***i,2023-06-04
"Pack ya bagus, dan tekstur pelelehan nya aku bngtt, tapi pengiriman nya lama bngtt",Skin Game Daily Kind Moisturizer,bintang 4,Syifanurahima,2023-06-04
"udah 2 kali order disini, pengemasan dan pengiriman cepet. masya Allah udah pake 2 minggu, suka sama hasilnya. bikin lembab muka, teksturnya cair tp ga terlalu. obat totol jerawatnya juga ga perih. semoga makin baik my acne skin. makasih seller :)",Skin Game Bundle D (Theory of Everything & Acne Warrior),bintang 5,Nahum,2023-06-04
Aku cocok bgt pake ini. plus pengirimannya cepat bgt! thank u skin game team 🥰,Skin Game Daily Kind Moisturizer,bintang 5,E***a,2023-06-04
"i loveeee this moisturizer. kulit muka aku jadi lebih sehat huhu. ini udah kedua kalinya beli, aweeeet banget. worth to buy dengan harga yang segitu, karena habisnya juga berbulan-bulan. terus karena moist ini kandungannya ga macem-macem, jadi bisa dipakaiin sama serum/toner apa aja.",Skin Game Daily Kind Moisturizer,bintang 5,S***a,2023-06-04
"suka, moisturizernya ga macem-macem, cuma ngelembabin aja, dan emang cocok di aku. Rasanya ringan di kulit, tapi kelembabannya kaya bisa di tambah gitu, dan ga bikin berminyak juga, suka :D",Skin Game Daily Kind Moisturizer,bintang 5,J***n,2023-06-04
Udah pengen nyoba dari lama tapi baru beli sekarang karena alhamdulillah udah halal! 1 pump aja udah bisa bikin muka lembab & plumpy banget,Skin Game Daily Kind Moisturizer,bintang 5,R***a,2023-06-04
"selama ini nggak pernah pake sabun muka karena selalu kering, coba ini cocok,
mungkin akan coba produk lainnya 😂",Skin Game Daily Kind Facial Wash 50 ml,bintang 5,alfon,2023-06-04
"packing rapih dan aman, pembelian pertama produk ini, semoga cocok dengan kulit saya yang kombinasi 
terimakasih kak",Skin Game Daily Kind Moisturizer,bintang 5,Nur,2023-06-04
"dapet pas lagi promo jadinya murah bgt buat isi yg segitu banyak. Baru mau coba sih, semoga cocok di aku😆",Skin Game Daily Kind Moisturizer,bintang 5,H***i,2023-06-04
"akhirnya ketemu moisturizer yg finishnya aman alias gk bikin berminyak, dan bisa moist dengan baik. kulit gw yg selalu gk cocok pakai apapun dan selalu muncul masalah jerawat kalo pakai produk, akhirnya nemu ini dan semoga kedepannya aman. sangat recommended.",Skin Game Daily Kind Moisturizer,bintang 5,Titan,2023-06-04
"first buy, cukup melembapkan, perlu waktu buat menyerap mungkin karena tekstur gelnya kali ya. mayang gede karena 120 ml. semoga bagus untuk acne prone oily skin aku ya

agak nyebelin dipengirimannya cuz lamaaa pake banget🙂",Skin Game Daily Kind Moisturizer,bintang 4,L***u,2023-06-04
"biasa aja, gakbada efek sm skali, masih bagus pore armor tpi udh gak diproduksi :(",Skin Game Pink Hero,bintang 3,kuz,2023-06-04
udah dicoba dan lumayan lgsg keliatan si hasilnya ga pke lama. pengirimannya juga cepet bangettt,Skin Game Acne Warrior,bintang 5,K***n,2023-06-04
"Safety dalam segi pengemasan , dalam segi pengiriman juga cepat , bismillah semoga cocok klo cocok nanti mau repeat order lagi🙌🏻",Skin Game Daily Kind Moisturizer,bintang 5,Alia,2023-06-04
selama ini pakai skingame mantep banget dan ringan buat kulit berjerawat aku. sudah lebih baik. pasti repurchase lagi,Skin Game Bundle D (Theory of Everything & Acne Warrior),bintang 5,C***a,2023-06-04
"ganti moist, semoga cocok sama skingame 🥺🥺🥺",Skin Game Daily Kind Moisturizer,bintang 5,N***h,2023-06-04
"Pembelian entah tube keberapa.. udah paling fav setelah gonta ganti  nyoba yang cocok,sampe brenti nyari lagi setelah ketemu ini.. thanks alot!!",Skin Game Acne Warrior,bintang 5,n***a,2023-05-05
Beli di Official store barang terjamin keasliannya dan dapat cashback lumayan.,Skin Game Daily Kind Moisturizer,bintang 5,Iwan,2023-05-05
Beli di Official store barang terjamin keasliannya dan dapat cashback lumayan.,Skin Game Daily Kind Facial Wash 50 ml,bintang 5,Iwan,2023-05-05
"fix bakal repurchase! kandungannya ga macem macem, dpt bonus sunscreen yg 20gr jugaaa!! makasi yaaa💗✨",Skin Game Daily Kind Moisturizer,bintang 5,Vivi,2023-05-05
"udah dipake dan melembabkan kulit, tapi pengirimannya cukup lama ya",Skin Game Daily Kind Moisturizer,bintang 5,sere,2023-05-05
"Repeat order kesekian kalinya, terima kasih banyak 🙏",Skin Game Acne Combat Serum,bintang 5,T***o,2023-05-05
sukaa,Skin Game Daily Kind Moisturizer,bintang 5,Dara,2023-05-05
tekstur gel & kental tapi mudah sekali diaplikasikan ke wajah. tidak lengket sama sekali bahkan gampang menyerap. wajah terasa lembab setelah pemakaian. dengan isi yang banyak & harga cukup affordable. semoga cocok,Skin Game Daily Kind Moisturizer,bintang 5,E***a,2023-05-05
"suka banget sama productnya. ga neko neko dan langsung mulai kerasa sama hasilnya. but, you really have to step up on packaging and marketing wise. suka sama ide packagingnya tapi eksekusi masih harus banget ditingkatin lagi. semangat ya skin game ♥️",Skin Game Daily Kind Moisturizer,bintang 5,Vania,2023-05-05
"value for price sangat oke, ukuran besar, isi banyak, harga terjangkau. tekstur seperti gel, mudah diratakan.

pengiriman dan packing oke.",Skin Game Daily Kind Moisturizer,bintang 5,Indri,2023-05-05
semoga cocok,Skin Game Acne Warrior,bintang 5,D***a,2023-05-05
No review found,Skin Game Ekstra Hidrasi (Kind Toner & Theory of Everything Essence),bintang 5,R***h,2023-05-05
"barang sesuai, semoga cocok untuk obati jerawat..",Skin Game Acne Combat Serum,bintang 5,h***r,2023-05-05
"bahannya mirip foam, cukup cocok untuk kulit saya yg oily, sdikit whitecast tp cukup gampang diratain

minusnya: aluminum buat penutupnya susah banget buat dibuka, tolong diperbaiki itu krn repot sekali dqn susah kl mau  buka",Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 5,a***l,2023-05-05
"pengiriman bagus, baru pertama kali coba dan kaget krim nya sangat kental-padat dan warnanya pink",Skin Game Acne Warrior,bintang 5,Ahmad,2023-05-05
"Alhamdulillah paket smp dgn aman & selamat. Pertama x co, dpt harga fs. Uk besar. ED msh lama. Smg cocok di wajahku. Trims seller, kurir & Tokped",Skin Game Daily Kind Moisturizer,bintang 5,N***l,2023-05-05
"pembelian ke-2, sebelumnya beli yang kecil karena takut gak cocok. Turns out bagus banget buat mukaku 🥹 Cocok buat jerawat yang ada mata-nya, begitu pake pas malam besoknya udah kering dan gak bengkak lagi. tapi untuk jerawat mendem yang gaada mata-nya kurang ngaruh sih, gak ngilangin bekas jerawat juga. so far ini obat totol terbaik dari sekian banyaknya obat yang udah kucoba 🫶🏻 
barang aman, expire juga masih lama. thank you seller & kurir ✨",Skin Game Acne Warrior,bintang 5,Avierka,2023-05-05
SANGAAAT MENYEMBUKAN JERAWAT,Skin Game Acne Warrior,bintang 5,sunny,2023-05-05
"alhamdulillah paketnya sampe, pertama kali order pengemasan baik pengiriman cepet bahkan lebih cepet dari P.O nya. oh ya dapet lil gift sunscreenya juga. semoga cocok. thank u 😊✨️",Skin Game Daily Kind Moisturizer,bintang 5,Nahum,2023-05-05
walaupun harus PO tapi sampenya lebih cepet dari perkiraan. dikasih bonus juga. makasih mingem ✨✨,Skin Game Daily Kind Moisturizer,bintang 5,C***a,2023-05-05
"Mantap pengiriman cepet bat. Admin responsif.
Saya coba di tangan cepet nyerep dan kulit jadi lembap.
Semoga cocok buat kulit saya yang sedang breakout🤟",Skin Game Daily Kind Moisturizer,bintang 5,Bilal,2023-05-05
"bahan dan teksturnya pas, bikin kulit lembab seharian. sudah habis 2 botol, ini yg ketiga..🥰 dapet sample sunscreen pula jadi g sabar buat coba..👍🥰  semoga ke depannya lbh ditingkatkan lagi produksinya jadi g perlu pre order..👍👍",Skin Game Daily Kind Moisturizer,bintang 5,Yulia,2023-05-05
"cepat meresap, formulanya ringan seperti yg ada di claim produknya, tidak lemgket juga, serta mudah di baurkan, tidak meninggalkan white cast di kulit.",Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 4,C***y,2023-05-05
"Sangat ampuh buat menghilangkan jerawat dan kemerahan di kulit
Sdh repurchase ke sekian kali
Thank u skin game 😘
Really love this product",Skin Game Bundle Acne Fighter (Acne Warrior & Pink Hero),bintang 5,R***h,2023-05-05
"baru coba smoga cocok ,hrga murah pgiriman cpt box aman dksih dakron seller baik",Skin Game Acne Warrior 10 gr,bintang 5,R***a,2023-05-05
sampai ditangan dengan baik,Skin Game Acne Duo (Acne Warrior & Acne Combat),bintang 5,Alif,2023-05-05
"breakout gw diatasin pake ini mantap , cuma gabisa ngilangin bekas inj",Skin Game Acne Warrior 10 gr,bintang 5,Fauzy,2023-05-05
gampang meresap ke kulit,Skin Game Theory of Everything,bintang 5,D***N,2023-05-05
Terima kasih banyak paket sudah sampai dengan selamat 🙏,Skin Game Acne Duo (Acne Warrior & Acne Combat),bintang 5,T***o,2023-05-05
"Pembelian kedua, sukaa",Skin Game Theory of Everything,bintang 5,A***a,2023-05-05
Barang diterima dengan baik,Skin Game Acne Warrior,bintang 5,A***i,2023-05-05
"barang yang aku beli teksturnya kayak gak rata gitu, ada ""grenjel-grenjel-nya"" jadi agak susah nakar konsisten dengan volume yang sama di dua jari. teksturnya juga lebih padat dan susah di blendnya, tapi once udah set suka sama glow up effectnya. minusnya lagi kalau udah kena air dia kayak ada residunya gitu di deket mata. rada bingung apakah produknya emang gini, atau aku terima produk yang kualitasnya kurang oke.",Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 4,Hera,2023-05-05
"menurutku ini lumayan ngebantu ya tipe kulitku oily skin, cuma kalo diaku pasti paginya totolannya udah ada yang ilang dan di liat dari foto ini yang baru dan ori disegel ya mentemen",Skin Game Acne Warrior 10 gr,bintang 5,V***n,2023-04-05
"Alhamdulillah cocok, terima kasih banyak",Skin Game Acne Warrior 10 gr,bintang 5,T***o,2023-04-05
"Sudah pemakaian kedua kali, Alhamdulillah cocok banget setelah gontai ganti merk",Skin Game Acne Warrior,bintang 5,T***o,2023-04-05
gemec banget packaging nya,Skin Game Acne Warrior 10 gr,bintang 5,S***a,2023-04-05
No review found,Skin Game Acne Warrior,bintang 1,K***n,2023-04-05
2nd buy.,Skin Game Acne Warrior,bintang 5,Rizka,2023-04-05
"teksturnya krim padet gitu, cukup ampuh obat totol jerawatnya👍👍 kalo mulai beruntusan awal2 mau jerawatan langsung dipakein ini dan cepet kempesnya✨️ tapi kalo emang jerawatnya udah ""jadi"" perlu reapply biar kempesnya cepet. suka banget💯",Skin Game Acne Warrior 10 gr,bintang 5,T***a,2023-04-05
krim nya seperti sudah dipakai,Skin Game Acne Warrior 10 gr,bintang 5,f***o,2023-04-05
"Kirain dapet botolnya juga, tau ya semprotannya doang. Salah saya sendiri ternyata. Hehehehe. Berarti nanti tinggal beli toner nya biar semprotannya bisa dipake ...",Skin Game Spray Kind Toner,bintang 3,N***t,2023-04-05
baru sampe!! semoga cocok🥺🫶🏻,Skin Game Acne Warrior,bintang 5,A***a,2023-04-05
"pertama coba, semoga cuco ✨",Skin Game Theory of Everything,bintang 5,Made,2023-04-05
Gak cocok tp bukan salah brand nya,Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 5,z***e,2023-04-05
"Alhamdulillah cocok.... obat totol jerawat yg lumayan ampuh dan terjangkau, isinya jg banyak jd kayaknya bakalan awet",Skin Game Acne Warrior,bintang 5,I***d,2023-04-05
"IDK WHY TAPI PAS DIBUKA AKU NGAKAK 😭
It's not because the brand, tapi karena cara mereka nge-packing item-nya, they use dakron jadi kesannya kayak mengambang diatas awan and that's cute yet hilarious 😭💛
Barang sampai dengan selamat, expire masih lama, tekstur agak padat, dan aku baru baca belakangnya hanya digunakan saat malam, apa berarti gaboleh dipake pas pagi ya (?) Semoga cocok di aku karena review temen bagus banget katanya
Overall bagus, thank you seller & kurir 💛✨",Skin Game Acne Warrior 10 gr,bintang 5,Avierka,2023-04-05
"packaging ok, moisturizer nya sendiri ga yang aneh aneh sih. cuman ya di kulitku yang kering jujur kurang melembabkan.",Skin Game Daily Kind Moisturizer 50 ml,bintang 4,O***a,2023-04-05
Terima kasih banyak paket sudah sampai dengan selamat dan sesuai deskripsi 🙏,Skin Game Theory of Everything,bintang 5,T***o,2023-04-05
masih jadi moisturizer andalan,Skin Game Daily Kind Moisturizer,bintang 5,Zahira,2023-04-05
terbaikkk busetttt! jerawat hempass. udah brp kali belii dan efeknya dahsyatt.,Skin Game Acne Warrior,bintang 5,meli,2023-04-05
"Barang bagus sesuai deskripsi diterima dengan baik, packing aman dan pengiriman cepat sampai",Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 5,A***i,2023-04-05
"Barang bagus sesuai deskripsi diterima dengan baik, packing aman dan pengiriman cepat sampai",Skin Game Daily Kind Moisturizer,bintang 5,A***i,2023-04-05
gatau lagi botol keberapa yg penting cucok bgt pake ini... yang full size dipake berdua sm ibu bisa sampe 3 bulan uwow khaaaannnn,Skin Game Daily Kind Moisturizer,bintang 5,Chasya,2023-04-05
"a super bargain for the price, very versatile moisturizer, no frills, just a solid moisturizer.",Skin Game Daily Kind Moisturizer,bintang 5,M***a,2023-04-05
"pengiriman standar, isinya sedikit keluar but its okay. semoga cocok",Skin Game Daily Kind Moisturizer,bintang 5,schelva,2023-04-05
tq,Skin Game Theory of Everything,bintang 5,d***s,2023-04-05
"paling ga bisa hidup tanpa moisturizer ini😭😭 isi banyak jadi terhitung murah dan lama pakenya. lembabnya cukup banget di kulitku yg kombinasi. cocok buat jadi penutup dari actives yg aku pake😌 sudah pake dari awal launching dan walopun coba merk lain, mesti balik lagi sama ini😭👍 udah ga tau brp botol yg kuhabiskan, mungkin udah lebih 5 yak. thank you skin game for making this amazing moisturizer✨️",Skin Game Daily Kind Moisturizer,bintang 5,Atiyah,2023-04-05
"effective banget, jerawat super gede dalam 2 hari lgsg kempes dikasih ini. recommended👍🏻",Skin Game Acne Warrior,bintang 5,C***e,2023-04-05
"Cocok di kulit, melembabkan tapi ga bikin berminyak. Packaging aman banget pake kardus padahal cuma beli 1",Skin Game Daily Kind Moisturizer,bintang 5,Malika,2023-04-05
"bagus sih, tapi kalau udh mau habis keluarin dari botolnya susah soalnya botol besi wkwkwk",Skin Game Daily Kind Moisturizer,bintang 4,Nabil,2023-04-05
bikin kulit jadi kenyal,Skin Game Theory of Everything,bintang 5,Dewi,2023-04-05
bikin kulit ga kering tapi warnanya ga lebay,Skin Game Dew Me Right Lip Oil 5 gr,bintang 5,Dewi,2023-04-05
Dapat harga murah sesuai pesanan juga makasih kak,Skin Game Daily Kind Moisturizer,bintang 5,Aris,2023-12-31
"Teksturnya gel jadi gampang menyerap, nggak sticky, cukup melembabkan, dan harganya juga terjangkau kalau dibandingkan moisturizer merk lain",Skin Game Daily Kind Moisturizer,bintang 5,A***m,2023-12-31
"tq ya skin game, blum dcoba, smoga cocok",Skin Game Daily Kind Moisturizer,bintang 5,D***s,2023-12-31
"pengiriman cepat, produknya oke, melembabkan bgt",Skin Game Daily Kind Moisturizer,bintang 5,D***i,2023-12-31
"Kemasan premium, murah, seller responsif. Texture awal lengket tp setelah dipakai tdk terasa lengket lg. Cepat menyerap.",Skin Game Daily Kind Moisturizer,bintang 5,s***t,2023-12-31
"Dikemas dengan seksama, dan tiba dalam waktu yang sesingkat-singkatnya. Exp date msh panjang. Sudah cocok dg pelembab ini, nyaman di kulit kombinasiku. Terima kasih.",Skin Game Daily Kind Moisturizer,bintang 5,I***i,2023-12-31
"cair, ada terasa ada oilnya, tapi ga ganggu koq, wangi oilnya dan bahan kimia. melembabkan.",Skin Game Kind Toner,bintang 5,N***l,2023-12-31
packaging aman.,Bubble Wrap (Pelindung Produk),bintang 5,Nurul,2023-12-31
"teksturnya cair banget, ga lengket, tapi emang melembabkan bgt. ukurannya besar, untuk harga segitu worth it banget.",Skin Game Daily Kind Moisturizer,bintang 5,N***l,2023-12-31
"cocok , mantap bner dikulit oily Acne prone ,dan ingredient gk neko neko",Skin Game Daily Kind Moisturizer,bintang 5,X,2023-12-31
"so far skingame emang obat totol paling bagus yang pernah ku pakai, tp ini kenapa gedenya beda dr yang lama ya? padahal isinya sama 30gr?",Skin Game Acne Warrior,bintang 4,pujanerubyjane,2023-12-31
"Moisturizer kecintaan akuhhhh🥰🥰
Udah abis sebotol yg kecil, karena seenak itu jadi beli yg gede. Tekturnya ringan, tapi melembabkannya tetep mantul. Sukaaa🖤",Skin Game Daily Kind Moisturizer,bintang 5,Riski,2023-12-31
barang nyampe dengan aman dan sesuai deskripsi,Skin Game Daily Kind Moisturizer,bintang 5,Muhammad,2023-12-31
Obat jerawat paling ampuh buat ku,Skin Game Acne Warrior,bintang 5,M***a,2023-12-31
"Barang sesuai, suka banget, TOP!",Skin Game Daily Kind Moisturizer,bintang 5,Adrian,2023-12-31
Mantap,Skin Game Daily Kind Moisturizer,bintang 5,I***a,2023-12-31
"Pesanan sesuai, packing aman, thank you seller",Skin Game Theory of Everything,bintang 5,B***s,2023-12-31
pemakaian seminggu. skin barrier jadi kokoh banget 👌,Skin Game Daily Kind Moisturizer,bintang 5,H***a,2023-12-31
Ampuh bangett buat beruntusan dan jerawat sekali pake langsung keliataan,Skin Game Acne Warrior,bintang 5,Rachel,2023-12-31
"Bagus, sayang kalo isinya sudah sedikit susah banget pumpingnya",Skin Game Daily Kind Moisturizer,bintang 5,Agridamdam,2023-12-31
"udah beli yang ke2x, obat jerawat terampuh yang pernah aku beli, paling ampuh kalo dipakai malam hari sebelum tidur, dah dijamin kempes,jerawat gak balik lg, n gak ada bekas jerawat, (pokokx jangan di pencet aja jerawatnya Neng, luka, item deh)

btw, expired masih lama, kalau di toko lain expiredx deket banget di tahun ini, official emang besst, harganya bikin nangish dompet",Skin Game Acne Warrior,bintang 5,N***g,2023-12-31
"teksturnya enak, dan tidak berat, mudah nyerap, kemasan bagus dan tidak ada kerusakan",Skin Game Daily Kind Moisturizer,bintang 5,armando,2023-12-31
Design kemasannya ✨ semoga isinya juga bagus,Skin Game Daily Kind Moisturizer,bintang 5,S***m,2023-12-31
"tekstur ringan watery gel gitu, so far cocok di kulit karena komedo ngga keluar dan ngga bikin muka berminyak. tapi kalo dipakein bb cream jadi ngelupas 🥲",Skin Game Daily Kind Moisturizer,bintang 5,B***a,2023-12-31
Bagus packing rapih aman,Skin Game Acne Warrior 10 gr,bintang 5,M***r,2023-12-31
No review found,Skin Game Acne Warrior,bintang 5,elin,2023-12-31
"Ya mending beli yg gede sekalian sih saran saya, ini ga worth it bgt 75rb trs isinya banyakan udara nya😢 saya beli yg kecil krna niat nya nyoba dlu takut ga cocok, smoga cocok, kalo cocok bru ntr saya beli yg gede👍🏻",Skin Game Acne Warrior 10 gr,bintang 4,S***e,2023-12-31
"udah repurchase, cocok di aku. moisturizernya cocok dipake siang untuk kulit berminyak dan berjerawat. karena ringan banget.",Skin Game Daily Kind Moisturizer,bintang 5,C***a,2023-12-31
pengiriman cepat,Skin Game Daily Kind Moisturizer,bintang 5,A***a,2023-12-31
Mantul surantul 👍,Skin Game Daily Kind Moisturizer,bintang 5,Agus,2023-12-31
best hydrating toner! udah repurchase berkali2 luv bgtt,Skin Game Kind Toner,bintang 5,N***a,2023-12-31
semoga efeknya sesuai dengan hypenya !! thanjs,Skin Game Acne Warrior,bintang 5,Adam,2023-12-31
Pengiriman dari si cepatnya lama banget euy,Skin Game Acne Warrior,bintang 5,A***a,2023-12-31
sudah sampai terimakasih. suka bgt sama packaging serum yang baru😃,Skin Game Bright Bundle (Theory of Everything & Spot Guard),bintang 5,T***a,2023-12-31
"Totol jerawat, semoga efektif mengobati jerawatnya, packing aman dan pengiriman cepat sampai",Skin Game Acne Warrior 10 gr,bintang 5,A***i,2023-12-31
"Mantep sih, ada harga ada kualitas. Melembabkan dan ngasih warna pink natural di bibir, padahal bibir saya cenderung hitam. Kadang kalo malam saya apply lip oil ini + lip mask merk lain biar lembabnya lebih long last. pagi2 bangun dengan bibir lembab. syenaaang~",Skin Game Dew Me Right Lip Oil 5 gr,bintang 5,S***y,2023-12-31
"Cocok sama kulit anak yang masi ABG. On time delivery, packing nya ga perlu diragukan lagi, rapi n aman.",Skin Game Acne Warrior 10 gr,bintang 5,Y***i,2023-12-31
sampai saat ini baru skin game satu-satunya moisturizer yang cocok di kulit muka aku🤍,Skin Game Daily Kind Moisturizer,bintang 5,t***a,2023-12-31
"udah langganan beli disini, botol kedua setelah sebelumnya cobain yg kecil. terbukti ampuh melembabkan dan enaak di muka akuu! lovvv💕✨🥹",Skin Game Daily Kind Moisturizer,bintang 5,J***e,2023-12-31
"baru pertama kali coba moisturizer skingame padahal sebelumnya udah pernah rekomen temen yg brentusan abis pake moisturizer viral skin****c dan ampuh..kebalik yaa rekomen temen dulu baru coba buat sendiri haha
semoga cocok 🤭",Skin Game Daily Kind Moisturizer,bintang 4,A***a,2023-12-01
No review found,Skin Game Acne Warrior 10 gr,bintang 5,F***e,2023-12-01
Produk sudah diterima.,Eco Friendly Wrap (Pelindung Produk Ramah Lingkungan),bintang 5,michael,2023-12-01
Produk sudah diterima.,Skin Game Acne Warrior 10 gr,bintang 5,michael,2023-12-01
"Udah sering pake ini, isinya banyak dan bahannya ga neko2 fkus melembabkan",Skin Game Daily Kind Moisturizer,bintang 5,Vendi,2023-12-01
Tekstur Ringan! Pengiriman Cepat,Skin Game Daily Kind Moisturizer,bintang 5,Naufal,2023-12-01
"respon toko nya cepet dan ramah. belum dicoba, mudah mudahan cocok",Skin Game Daily Kind Moisturizer,bintang 5,f***a,2023-12-01
Sdh langganan sll beli disini👍🏻,Skin Game Daily Kind Facial Wash,bintang 5,Y***a,Lebih dari 1 tahun lalu
